age,nw_pctile,s
18,1,0.5000
18,2,0.5000
18,3,0.5000
18,4,0.5000
18,5,0.5000
18,6,0.5000
18,7,0.5000
18,8,0.5000
18,9,0.5000
18,10,0.5000
18,11,0.5000
18,12,0.5000
18,13,0.5000
18,14,0.5000
18,15,0.5000
18,16,0.5000
18,17,0.5000
18,18,0.5000
18,19,0.5000
18,20,0.5000
18,21,0.5000
18,22,0.5000
18,23,0.5000
18,24,0.5000
18,25,0.5000
18,26,0.5000
18,27,0.5000
18,28,0.5000
18,29,0.5000
18,30,0.5000
18,31,0.5000
18,32,0.5000
18,33,0.5000
18,34,0.5000
18,35,0.5000
18,36,0.5000
18,37,0.5000
18,38,0.5000
18,39,0.5000
18,40,0.5000
18,41,0.5000
18,42,0.5000
18,43,0.5000
18,44,0.5000
18,45,0.5000
18,46,0.5000
18,47,0.5000
18,48,0.5000
18,49,0.5000
18,50,0.5000
18,51,0.6500
18,52,0.6500
18,53,0.6500
18,54,0.6500
18,55,0.6500
18,56,0.6500
18,57,0.6500
18,58,0.6500
18,59,0.6500
18,60,0.6500
18,61,0.6500
18,62,0.6500
18,63,0.6500
18,64,0.6500
18,65,0.6500
18,66,0.6500
18,67,0.6500
18,68,0.6500
18,69,0.6500
18,70,0.6500
18,71,0.6500
18,72,0.6500
18,73,0.6500
18,74,0.6500
18,75,0.6500
18,76,0.6500
18,77,0.6500
18,78,0.6500
18,79,0.6500
18,80,0.6500
18,81,0.6500
18,82,0.6500
18,83,0.6500
18,84,0.6500
18,85,0.6500
18,86,0.6500
18,87,0.6500
18,88,0.6500
18,89,0.6500
18,90,0.6500
18,91,0.8000
18,92,0.8000
18,93,0.8000
18,94,0.8000
18,95,0.8000
18,96,0.8000
18,97,0.8000
18,98,0.8000
18,99,0.8000
18,100,0.8700
19,1,0.5000
19,2,0.5000
19,3,0.5000
19,4,0.5000
19,5,0.5000
19,6,0.5000
19,7,0.5000
19,8,0.5000
19,9,0.5000
19,10,0.5000
19,11,0.5000
19,12,0.5000
19,13,0.5000
19,14,0.5000
19,15,0.5000
19,16,0.5000
19,17,0.5000
19,18,0.5000
19,19,0.5000
19,20,0.5000
19,21,0.5000
19,22,0.5000
19,23,0.5000
19,24,0.5000
19,25,0.5000
19,26,0.5000
19,27,0.5000
19,28,0.5000
19,29,0.5000
19,30,0.5000
19,31,0.5000
19,32,0.5000
19,33,0.5000
19,34,0.5000
19,35,0.5000
19,36,0.5000
19,37,0.5000
19,38,0.5000
19,39,0.5000
19,40,0.5000
19,41,0.5000
19,42,0.5000
19,43,0.5000
19,44,0.5000
19,45,0.5000
19,46,0.5000
19,47,0.5000
19,48,0.5000
19,49,0.5000
19,50,0.5000
19,51,0.6500
19,52,0.6500
19,53,0.6500
19,54,0.6500
19,55,0.6500
19,56,0.6500
19,57,0.6500
19,58,0.6500
19,59,0.6500
19,60,0.6500
19,61,0.6500
19,62,0.6500
19,63,0.6500
19,64,0.6500
19,65,0.6500
19,66,0.6500
19,67,0.6500
19,68,0.6500
19,69,0.6500
19,70,0.6500
19,71,0.6500
19,72,0.6500
19,73,0.6500
19,74,0.6500
19,75,0.6500
19,76,0.6500
19,77,0.6500
19,78,0.6500
19,79,0.6500
19,80,0.6500
19,81,0.6500
19,82,0.6500
19,83,0.6500
19,84,0.6500
19,85,0.6500
19,86,0.6500
19,87,0.6500
19,88,0.6500
19,89,0.6500
19,90,0.6500
19,91,0.8000
19,92,0.8000
19,93,0.8000
19,94,0.8000
19,95,0.8000
19,96,0.8000
19,97,0.8000
19,98,0.8000
19,99,0.8000
19,100,0.8700
20,1,0.5000
20,2,0.5000
20,3,0.5000
20,4,0.5000
20,5,0.5000
20,6,0.5000
20,7,0.5000
20,8,0.5000
20,9,0.5000
20,10,0.5000
20,11,0.5000
20,12,0.5000
20,13,0.5000
20,14,0.5000
20,15,0.5000
20,16,0.5000
20,17,0.5000
20,18,0.5000
20,19,0.5000
20,20,0.5000
20,21,0.5000
20,22,0.5000
20,23,0.5000
20,24,0.5000
20,25,0.5000
20,26,0.5000
20,27,0.5000
20,28,0.5000
20,29,0.5000
20,30,0.5000
20,31,0.5000
20,32,0.5000
20,33,0.5000
20,34,0.5000
20,35,0.5000
20,36,0.5000
20,37,0.5000
20,38,0.5000
20,39,0.5000
20,40,0.5000
20,41,0.5000
20,42,0.5000
20,43,0.5000
20,44,0.5000
20,45,0.5000
20,46,0.5000
20,47,0.5000
20,48,0.5000
20,49,0.5000
20,50,0.5000
20,51,0.6500
20,52,0.6500
20,53,0.6500
20,54,0.6500
20,55,0.6500
20,56,0.6500
20,57,0.6500
20,58,0.6500
20,59,0.6500
20,60,0.6500
20,61,0.6500
20,62,0.6500
20,63,0.6500
20,64,0.6500
20,65,0.6500
20,66,0.6500
20,67,0.6500
20,68,0.6500
20,69,0.6500
20,70,0.6500
20,71,0.6500
20,72,0.6500
20,73,0.6500
20,74,0.6500
20,75,0.6500
20,76,0.6500
20,77,0.6500
20,78,0.6500
20,79,0.6500
20,80,0.6500
20,81,0.6500
20,82,0.6500
20,83,0.6500
20,84,0.6500
20,85,0.6500
20,86,0.6500
20,87,0.6500
20,88,0.6500
20,89,0.6500
20,90,0.6500
20,91,0.8000
20,92,0.8000
20,93,0.8000
20,94,0.8000
20,95,0.8000
20,96,0.8000
20,97,0.8000
20,98,0.8000
20,99,0.8000
20,100,0.8700
21,1,0.5000
21,2,0.5000
21,3,0.5000
21,4,0.5000
21,5,0.5000
21,6,0.5000
21,7,0.5000
21,8,0.5000
21,9,0.5000
21,10,0.5000
21,11,0.5000
21,12,0.5000
21,13,0.5000
21,14,0.5000
21,15,0.5000
21,16,0.5000
21,17,0.5000
21,18,0.5000
21,19,0.5000
21,20,0.5000
21,21,0.5000
21,22,0.5000
21,23,0.5000
21,24,0.5000
21,25,0.5000
21,26,0.5000
21,27,0.5000
21,28,0.5000
21,29,0.5000
21,30,0.5000
21,31,0.5000
21,32,0.5000
21,33,0.5000
21,34,0.5000
21,35,0.5000
21,36,0.5000
21,37,0.5000
21,38,0.5000
21,39,0.5000
21,40,0.5000
21,41,0.5000
21,42,0.5000
21,43,0.5000
21,44,0.5000
21,45,0.5000
21,46,0.5000
21,47,0.5000
21,48,0.5000
21,49,0.5000
21,50,0.5000
21,51,0.6500
21,52,0.6500
21,53,0.6500
21,54,0.6500
21,55,0.6500
21,56,0.6500
21,57,0.6500
21,58,0.6500
21,59,0.6500
21,60,0.6500
21,61,0.6500
21,62,0.6500
21,63,0.6500
21,64,0.6500
21,65,0.6500
21,66,0.6500
21,67,0.6500
21,68,0.6500
21,69,0.6500
21,70,0.6500
21,71,0.6500
21,72,0.6500
21,73,0.6500
21,74,0.6500
21,75,0.6500
21,76,0.6500
21,77,0.6500
21,78,0.6500
21,79,0.6500
21,80,0.6500
21,81,0.6500
21,82,0.6500
21,83,0.6500
21,84,0.6500
21,85,0.6500
21,86,0.6500
21,87,0.6500
21,88,0.6500
21,89,0.6500
21,90,0.6500
21,91,0.8000
21,92,0.8000
21,93,0.8000
21,94,0.8000
21,95,0.8000
21,96,0.8000
21,97,0.8000
21,98,0.8000
21,99,0.8000
21,100,0.8700
22,1,0.5000
22,2,0.5000
22,3,0.5000
22,4,0.5000
22,5,0.5000
22,6,0.5000
22,7,0.5000
22,8,0.5000
22,9,0.5000
22,10,0.5000
22,11,0.5000
22,12,0.5000
22,13,0.5000
22,14,0.5000
22,15,0.5000
22,16,0.5000
22,17,0.5000
22,18,0.5000
22,19,0.5000
22,20,0.5000
22,21,0.5000
22,22,0.5000
22,23,0.5000
22,24,0.5000
22,25,0.5000
22,26,0.5000
22,27,0.5000
22,28,0.5000
22,29,0.5000
22,30,0.5000
22,31,0.5000
22,32,0.5000
22,33,0.5000
22,34,0.5000
22,35,0.5000
22,36,0.5000
22,37,0.5000
22,38,0.5000
22,39,0.5000
22,40,0.5000
22,41,0.5000
22,42,0.5000
22,43,0.5000
22,44,0.5000
22,45,0.5000
22,46,0.5000
22,47,0.5000
22,48,0.5000
22,49,0.5000
22,50,0.5000
22,51,0.6500
22,52,0.6500
22,53,0.6500
22,54,0.6500
22,55,0.6500
22,56,0.6500
22,57,0.6500
22,58,0.6500
22,59,0.6500
22,60,0.6500
22,61,0.6500
22,62,0.6500
22,63,0.6500
22,64,0.6500
22,65,0.6500
22,66,0.6500
22,67,0.6500
22,68,0.6500
22,69,0.6500
22,70,0.6500
22,71,0.6500
22,72,0.6500
22,73,0.6500
22,74,0.6500
22,75,0.6500
22,76,0.6500
22,77,0.6500
22,78,0.6500
22,79,0.6500
22,80,0.6500
22,81,0.6500
22,82,0.6500
22,83,0.6500
22,84,0.6500
22,85,0.6500
22,86,0.6500
22,87,0.6500
22,88,0.6500
22,89,0.6500
22,90,0.6500
22,91,0.8000
22,92,0.8000
22,93,0.8000
22,94,0.8000
22,95,0.8000
22,96,0.8000
22,97,0.8000
22,98,0.8000
22,99,0.8000
22,100,0.8700
23,1,0.5000
23,2,0.5000
23,3,0.5000
23,4,0.5000
23,5,0.5000
23,6,0.5000
23,7,0.5000
23,8,0.5000
23,9,0.5000
23,10,0.5000
23,11,0.5000
23,12,0.5000
23,13,0.5000
23,14,0.5000
23,15,0.5000
23,16,0.5000
23,17,0.5000
23,18,0.5000
23,19,0.5000
23,20,0.5000
23,21,0.5000
23,22,0.5000
23,23,0.5000
23,24,0.5000
23,25,0.5000
23,26,0.5000
23,27,0.5000
23,28,0.5000
23,29,0.5000
23,30,0.5000
23,31,0.5000
23,32,0.5000
23,33,0.5000
23,34,0.5000
23,35,0.5000
23,36,0.5000
23,37,0.5000
23,38,0.5000
23,39,0.5000
23,40,0.5000
23,41,0.5000
23,42,0.5000
23,43,0.5000
23,44,0.5000
23,45,0.5000
23,46,0.5000
23,47,0.5000
23,48,0.5000
23,49,0.5000
23,50,0.5000
23,51,0.6500
23,52,0.6500
23,53,0.6500
23,54,0.6500
23,55,0.6500
23,56,0.6500
23,57,0.6500
23,58,0.6500
23,59,0.6500
23,60,0.6500
23,61,0.6500
23,62,0.6500
23,63,0.6500
23,64,0.6500
23,65,0.6500
23,66,0.6500
23,67,0.6500
23,68,0.6500
23,69,0.6500
23,70,0.6500
23,71,0.6500
23,72,0.6500
23,73,0.6500
23,74,0.6500
23,75,0.6500
23,76,0.6500
23,77,0.6500
23,78,0.6500
23,79,0.6500
23,80,0.6500
23,81,0.6500
23,82,0.6500
23,83,0.6500
23,84,0.6500
23,85,0.6500
23,86,0.6500
23,87,0.6500
23,88,0.6500
23,89,0.6500
23,90,0.6500
23,91,0.8000
23,92,0.8000
23,93,0.8000
23,94,0.8000
23,95,0.8000
23,96,0.8000
23,97,0.8000
23,98,0.8000
23,99,0.8000
23,100,0.8700
24,1,0.5000
24,2,0.5000
24,3,0.5000
24,4,0.5000
24,5,0.5000
24,6,0.5000
24,7,0.5000
24,8,0.5000
24,9,0.5000
24,10,0.5000
24,11,0.5000
24,12,0.5000
24,13,0.5000
24,14,0.5000
24,15,0.5000
24,16,0.5000
24,17,0.5000
24,18,0.5000
24,19,0.5000
24,20,0.5000
24,21,0.5000
24,22,0.5000
24,23,0.5000
24,24,0.5000
24,25,0.5000
24,26,0.5000
24,27,0.5000
24,28,0.5000
24,29,0.5000
24,30,0.5000
24,31,0.5000
24,32,0.5000
24,33,0.5000
24,34,0.5000
24,35,0.5000
24,36,0.5000
24,37,0.5000
24,38,0.5000
24,39,0.5000
24,40,0.5000
24,41,0.5000
24,42,0.5000
24,43,0.5000
24,44,0.5000
24,45,0.5000
24,46,0.5000
24,47,0.5000
24,48,0.5000
24,49,0.5000
24,50,0.5000
24,51,0.6500
24,52,0.6500
24,53,0.6500
24,54,0.6500
24,55,0.6500
24,56,0.6500
24,57,0.6500
24,58,0.6500
24,59,0.6500
24,60,0.6500
24,61,0.6500
24,62,0.6500
24,63,0.6500
24,64,0.6500
24,65,0.6500
24,66,0.6500
24,67,0.6500
24,68,0.6500
24,69,0.6500
24,70,0.6500
24,71,0.6500
24,72,0.6500
24,73,0.6500
24,74,0.6500
24,75,0.6500
24,76,0.6500
24,77,0.6500
24,78,0.6500
24,79,0.6500
24,80,0.6500
24,81,0.6500
24,82,0.6500
24,83,0.6500
24,84,0.6500
24,85,0.6500
24,86,0.6500
24,87,0.6500
24,88,0.6500
24,89,0.6500
24,90,0.6500
24,91,0.8000
24,92,0.8000
24,93,0.8000
24,94,0.8000
24,95,0.8000
24,96,0.8000
24,97,0.8000
24,98,0.8000
24,99,0.8000
24,100,0.8700
25,1,0.5000
25,2,0.5000
25,3,0.5000
25,4,0.5000
25,5,0.5000
25,6,0.5000
25,7,0.5000
25,8,0.5000
25,9,0.5000
25,10,0.5000
25,11,0.5000
25,12,0.5000
25,13,0.5000
25,14,0.5000
25,15,0.5000
25,16,0.5000
25,17,0.5000
25,18,0.5000
25,19,0.5000
25,20,0.5000
25,21,0.5000
25,22,0.5000
25,23,0.5000
25,24,0.5000
25,25,0.5000
25,26,0.5000
25,27,0.5000
25,28,0.5000
25,29,0.5000
25,30,0.5000
25,31,0.5000
25,32,0.5000
25,33,0.5000
25,34,0.5000
25,35,0.5000
25,36,0.5000
25,37,0.5000
25,38,0.5000
25,39,0.5000
25,40,0.5000
25,41,0.5000
25,42,0.5000
25,43,0.5000
25,44,0.5000
25,45,0.5000
25,46,0.5000
25,47,0.5000
25,48,0.5000
25,49,0.5000
25,50,0.5000
25,51,0.6500
25,52,0.6500
25,53,0.6500
25,54,0.6500
25,55,0.6500
25,56,0.6500
25,57,0.6500
25,58,0.6500
25,59,0.6500
25,60,0.6500
25,61,0.6500
25,62,0.6500
25,63,0.6500
25,64,0.6500
25,65,0.6500
25,66,0.6500
25,67,0.6500
25,68,0.6500
25,69,0.6500
25,70,0.6500
25,71,0.6500
25,72,0.6500
25,73,0.6500
25,74,0.6500
25,75,0.6500
25,76,0.6500
25,77,0.6500
25,78,0.6500
25,79,0.6500
25,80,0.6500
25,81,0.6500
25,82,0.6500
25,83,0.6500
25,84,0.6500
25,85,0.6500
25,86,0.6500
25,87,0.6500
25,88,0.6500
25,89,0.6500
25,90,0.6500
25,91,0.8000
25,92,0.8000
25,93,0.8000
25,94,0.8000
25,95,0.8000
25,96,0.8000
25,97,0.8000
25,98,0.8000
25,99,0.8000
25,100,0.8700
26,1,0.5000
26,2,0.5000
26,3,0.5000
26,4,0.5000
26,5,0.5000
26,6,0.5000
26,7,0.5000
26,8,0.5000
26,9,0.5000
26,10,0.5000
26,11,0.5000
26,12,0.5000
26,13,0.5000
26,14,0.5000
26,15,0.5000
26,16,0.5000
26,17,0.5000
26,18,0.5000
26,19,0.5000
26,20,0.5000
26,21,0.5000
26,22,0.5000
26,23,0.5000
26,24,0.5000
26,25,0.5000
26,26,0.5000
26,27,0.5000
26,28,0.5000
26,29,0.5000
26,30,0.5000
26,31,0.5000
26,32,0.5000
26,33,0.5000
26,34,0.5000
26,35,0.5000
26,36,0.5000
26,37,0.5000
26,38,0.5000
26,39,0.5000
26,40,0.5000
26,41,0.5000
26,42,0.5000
26,43,0.5000
26,44,0.5000
26,45,0.5000
26,46,0.5000
26,47,0.5000
26,48,0.5000
26,49,0.5000
26,50,0.5000
26,51,0.6500
26,52,0.6500
26,53,0.6500
26,54,0.6500
26,55,0.6500
26,56,0.6500
26,57,0.6500
26,58,0.6500
26,59,0.6500
26,60,0.6500
26,61,0.6500
26,62,0.6500
26,63,0.6500
26,64,0.6500
26,65,0.6500
26,66,0.6500
26,67,0.6500
26,68,0.6500
26,69,0.6500
26,70,0.6500
26,71,0.6500
26,72,0.6500
26,73,0.6500
26,74,0.6500
26,75,0.6500
26,76,0.6500
26,77,0.6500
26,78,0.6500
26,79,0.6500
26,80,0.6500
26,81,0.6500
26,82,0.6500
26,83,0.6500
26,84,0.6500
26,85,0.6500
26,86,0.6500
26,87,0.6500
26,88,0.6500
26,89,0.6500
26,90,0.6500
26,91,0.8000
26,92,0.8000
26,93,0.8000
26,94,0.8000
26,95,0.8000
26,96,0.8000
26,97,0.8000
26,98,0.8000
26,99,0.8000
26,100,0.8700
27,1,0.5000
27,2,0.5000
27,3,0.5000
27,4,0.5000
27,5,0.5000
27,6,0.5000
27,7,0.5000
27,8,0.5000
27,9,0.5000
27,10,0.5000
27,11,0.5000
27,12,0.5000
27,13,0.5000
27,14,0.5000
27,15,0.5000
27,16,0.5000
27,17,0.5000
27,18,0.5000
27,19,0.5000
27,20,0.5000
27,21,0.5000
27,22,0.5000
27,23,0.5000
27,24,0.5000
27,25,0.5000
27,26,0.5000
27,27,0.5000
27,28,0.5000
27,29,0.5000
27,30,0.5000
27,31,0.5000
27,32,0.5000
27,33,0.5000
27,34,0.5000
27,35,0.5000
27,36,0.5000
27,37,0.5000
27,38,0.5000
27,39,0.5000
27,40,0.5000
27,41,0.5000
27,42,0.5000
27,43,0.5000
27,44,0.5000
27,45,0.5000
27,46,0.5000
27,47,0.5000
27,48,0.5000
27,49,0.5000
27,50,0.5000
27,51,0.6500
27,52,0.6500
27,53,0.6500
27,54,0.6500
27,55,0.6500
27,56,0.6500
27,57,0.6500
27,58,0.6500
27,59,0.6500
27,60,0.6500
27,61,0.6500
27,62,0.6500
27,63,0.6500
27,64,0.6500
27,65,0.6500
27,66,0.6500
27,67,0.6500
27,68,0.6500
27,69,0.6500
27,70,0.6500
27,71,0.6500
27,72,0.6500
27,73,0.6500
27,74,0.6500
27,75,0.6500
27,76,0.6500
27,77,0.6500
27,78,0.6500
27,79,0.6500
27,80,0.6500
27,81,0.6500
27,82,0.6500
27,83,0.6500
27,84,0.6500
27,85,0.6500
27,86,0.6500
27,87,0.6500
27,88,0.6500
27,89,0.6500
27,90,0.6500
27,91,0.8000
27,92,0.8000
27,93,0.8000
27,94,0.8000
27,95,0.8000
27,96,0.8000
27,97,0.8000
27,98,0.8000
27,99,0.8000
27,100,0.8700
28,1,0.5000
28,2,0.5000
28,3,0.5000
28,4,0.5000
28,5,0.5000
28,6,0.5000
28,7,0.5000
28,8,0.5000
28,9,0.5000
28,10,0.5000
28,11,0.5000
28,12,0.5000
28,13,0.5000
28,14,0.5000
28,15,0.5000
28,16,0.5000
28,17,0.5000
28,18,0.5000
28,19,0.5000
28,20,0.5000
28,21,0.5000
28,22,0.5000
28,23,0.5000
28,24,0.5000
28,25,0.5000
28,26,0.5000
28,27,0.5000
28,28,0.5000
28,29,0.5000
28,30,0.5000
28,31,0.5000
28,32,0.5000
28,33,0.5000
28,34,0.5000
28,35,0.5000
28,36,0.5000
28,37,0.5000
28,38,0.5000
28,39,0.5000
28,40,0.5000
28,41,0.5000
28,42,0.5000
28,43,0.5000
28,44,0.5000
28,45,0.5000
28,46,0.5000
28,47,0.5000
28,48,0.5000
28,49,0.5000
28,50,0.5000
28,51,0.6500
28,52,0.6500
28,53,0.6500
28,54,0.6500
28,55,0.6500
28,56,0.6500
28,57,0.6500
28,58,0.6500
28,59,0.6500
28,60,0.6500
28,61,0.6500
28,62,0.6500
28,63,0.6500
28,64,0.6500
28,65,0.6500
28,66,0.6500
28,67,0.6500
28,68,0.6500
28,69,0.6500
28,70,0.6500
28,71,0.6500
28,72,0.6500
28,73,0.6500
28,74,0.6500
28,75,0.6500
28,76,0.6500
28,77,0.6500
28,78,0.6500
28,79,0.6500
28,80,0.6500
28,81,0.6500
28,82,0.6500
28,83,0.6500
28,84,0.6500
28,85,0.6500
28,86,0.6500
28,87,0.6500
28,88,0.6500
28,89,0.6500
28,90,0.6500
28,91,0.8000
28,92,0.8000
28,93,0.8000
28,94,0.8000
28,95,0.8000
28,96,0.8000
28,97,0.8000
28,98,0.8000
28,99,0.8000
28,100,0.8700
29,1,0.5000
29,2,0.5000
29,3,0.5000
29,4,0.5000
29,5,0.5000
29,6,0.5000
29,7,0.5000
29,8,0.5000
29,9,0.5000
29,10,0.5000
29,11,0.5000
29,12,0.5000
29,13,0.5000
29,14,0.5000
29,15,0.5000
29,16,0.5000
29,17,0.5000
29,18,0.5000
29,19,0.5000
29,20,0.5000
29,21,0.5000
29,22,0.5000
29,23,0.5000
29,24,0.5000
29,25,0.5000
29,26,0.5000
29,27,0.5000
29,28,0.5000
29,29,0.5000
29,30,0.5000
29,31,0.5000
29,32,0.5000
29,33,0.5000
29,34,0.5000
29,35,0.5000
29,36,0.5000
29,37,0.5000
29,38,0.5000
29,39,0.5000
29,40,0.5000
29,41,0.5000
29,42,0.5000
29,43,0.5000
29,44,0.5000
29,45,0.5000
29,46,0.5000
29,47,0.5000
29,48,0.5000
29,49,0.5000
29,50,0.5000
29,51,0.6500
29,52,0.6500
29,53,0.6500
29,54,0.6500
29,55,0.6500
29,56,0.6500
29,57,0.6500
29,58,0.6500
29,59,0.6500
29,60,0.6500
29,61,0.6500
29,62,0.6500
29,63,0.6500
29,64,0.6500
29,65,0.6500
29,66,0.6500
29,67,0.6500
29,68,0.6500
29,69,0.6500
29,70,0.6500
29,71,0.6500
29,72,0.6500
29,73,0.6500
29,74,0.6500
29,75,0.6500
29,76,0.6500
29,77,0.6500
29,78,0.6500
29,79,0.6500
29,80,0.6500
29,81,0.6500
29,82,0.6500
29,83,0.6500
29,84,0.6500
29,85,0.6500
29,86,0.6500
29,87,0.6500
29,88,0.6500
29,89,0.6500
29,90,0.6500
29,91,0.8000
29,92,0.8000
29,93,0.8000
29,94,0.8000
29,95,0.8000
29,96,0.8000
29,97,0.8000
29,98,0.8000
29,99,0.8000
29,100,0.8700
30,1,0.5000
30,2,0.5000
30,3,0.5000
30,4,0.5000
30,5,0.5000
30,6,0.5000
30,7,0.5000
30,8,0.5000
30,9,0.5000
30,10,0.5000
30,11,0.5000
30,12,0.5000
30,13,0.5000
30,14,0.5000
30,15,0.5000
30,16,0.5000
30,17,0.5000
30,18,0.5000
30,19,0.5000
30,20,0.5000
30,21,0.5000
30,22,0.5000
30,23,0.5000
30,24,0.5000
30,25,0.5000
30,26,0.5000
30,27,0.5000
30,28,0.5000
30,29,0.5000
30,30,0.5000
30,31,0.5000
30,32,0.5000
30,33,0.5000
30,34,0.5000
30,35,0.5000
30,36,0.5000
30,37,0.5000
30,38,0.5000
30,39,0.5000
30,40,0.5000
30,41,0.5000
30,42,0.5000
30,43,0.5000
30,44,0.5000
30,45,0.5000
30,46,0.5000
30,47,0.5000
30,48,0.5000
30,49,0.5000
30,50,0.5000
30,51,0.6500
30,52,0.6500
30,53,0.6500
30,54,0.6500
30,55,0.6500
30,56,0.6500
30,57,0.6500
30,58,0.6500
30,59,0.6500
30,60,0.6500
30,61,0.6500
30,62,0.6500
30,63,0.6500
30,64,0.6500
30,65,0.6500
30,66,0.6500
30,67,0.6500
30,68,0.6500
30,69,0.6500
30,70,0.6500
30,71,0.6500
30,72,0.6500
30,73,0.6500
30,74,0.6500
30,75,0.6500
30,76,0.6500
30,77,0.6500
30,78,0.6500
30,79,0.6500
30,80,0.6500
30,81,0.6500
30,82,0.6500
30,83,0.6500
30,84,0.6500
30,85,0.6500
30,86,0.6500
30,87,0.6500
30,88,0.6500
30,89,0.6500
30,90,0.6500
30,91,0.8000
30,92,0.8000
30,93,0.8000
30,94,0.8000
30,95,0.8000
30,96,0.8000
30,97,0.8000
30,98,0.8000
30,99,0.8000
30,100,0.8700
31,1,0.5000
31,2,0.5000
31,3,0.5000
31,4,0.5000
31,5,0.5000
31,6,0.5000
31,7,0.5000
31,8,0.5000
31,9,0.5000
31,10,0.5000
31,11,0.5000
31,12,0.5000
31,13,0.5000
31,14,0.5000
31,15,0.5000
31,16,0.5000
31,17,0.5000
31,18,0.5000
31,19,0.5000
31,20,0.5000
31,21,0.5000
31,22,0.5000
31,23,0.5000
31,24,0.5000
31,25,0.5000
31,26,0.5000
31,27,0.5000
31,28,0.5000
31,29,0.5000
31,30,0.5000
31,31,0.5000
31,32,0.5000
31,33,0.5000
31,34,0.5000
31,35,0.5000
31,36,0.5000
31,37,0.5000
31,38,0.5000
31,39,0.5000
31,40,0.5000
31,41,0.5000
31,42,0.5000
31,43,0.5000
31,44,0.5000
31,45,0.5000
31,46,0.5000
31,47,0.5000
31,48,0.5000
31,49,0.5000
31,50,0.5000
31,51,0.6500
31,52,0.6500
31,53,0.6500
31,54,0.6500
31,55,0.6500
31,56,0.6500
31,57,0.6500
31,58,0.6500
31,59,0.6500
31,60,0.6500
31,61,0.6500
31,62,0.6500
31,63,0.6500
31,64,0.6500
31,65,0.6500
31,66,0.6500
31,67,0.6500
31,68,0.6500
31,69,0.6500
31,70,0.6500
31,71,0.6500
31,72,0.6500
31,73,0.6500
31,74,0.6500
31,75,0.6500
31,76,0.6500
31,77,0.6500
31,78,0.6500
31,79,0.6500
31,80,0.6500
31,81,0.6500
31,82,0.6500
31,83,0.6500
31,84,0.6500
31,85,0.6500
31,86,0.6500
31,87,0.6500
31,88,0.6500
31,89,0.6500
31,90,0.6500
31,91,0.8000
31,92,0.8000
31,93,0.8000
31,94,0.8000
31,95,0.8000
31,96,0.8000
31,97,0.8000
31,98,0.8000
31,99,0.8000
31,100,0.8700
32,1,0.5000
32,2,0.5000
32,3,0.5000
32,4,0.5000
32,5,0.5000
32,6,0.5000
32,7,0.5000
32,8,0.5000
32,9,0.5000
32,10,0.5000
32,11,0.5000
32,12,0.5000
32,13,0.5000
32,14,0.5000
32,15,0.5000
32,16,0.5000
32,17,0.5000
32,18,0.5000
32,19,0.5000
32,20,0.5000
32,21,0.5000
