age,nw_pctile,s
18,1,0.0400
18,2,0.0414
18,3,0.0428
18,4,0.0441
18,5,0.0455
18,6,0.0469
18,7,0.0483
18,8,0.0497
18,9,0.0510
18,10,0.0524
18,11,0.0538
18,12,0.0552
18,13,0.0566
18,14,0.0579
18,15,0.0593
18,16,0.0607
18,17,0.0621
18,18,0.0634
18,19,0.0648
18,20,0.0662
18,21,0.0676
18,22,0.0690
18,23,0.0703
18,24,0.0717
18,25,0.0731
18,26,0.0745
18,27,0.0759
18,28,0.0772
18,29,0.0786
18,30,0.0800
18,31,0.0830
18,32,0.0860
18,33,0.0890
18,34,0.0920
18,35,0.0950
18,36,0.0980
18,37,0.1010
18,38,0.1040
18,39,0.1070
18,40,0.1100
18,41,0.1130
18,42,0.1160
18,43,0.1190
18,44,0.1220
18,45,0.1250
18,46,0.1280
18,47,0.1310
18,48,0.1340
18,49,0.1370
18,50,0.1400
18,51,0.1440
18,52,0.1480
18,53,0.1520
18,54,0.1560
18,55,0.1600
18,56,0.1640
18,57,0.1680
18,58,0.1720
18,59,0.1760
18,60,0.1800
18,61,0.1840
18,62,0.1880
18,63,0.1920
18,64,0.1960
18,65,0.2000
18,66,0.2040
18,67,0.2080
18,68,0.2120
18,69,0.2160
18,70,0.2200
18,71,0.2280
18,72,0.2360
18,73,0.2440
18,74,0.2520
18,75,0.2600
18,76,0.2680
18,77,0.2760
18,78,0.2840
18,79,0.2920
18,80,0.3000
18,81,0.3080
18,82,0.3160
18,83,0.3240
18,84,0.3320
18,85,0.3400
18,86,0.3520
18,87,0.3640
18,88,0.3760
18,89,0.3880
18,90,0.4000
18,91,0.4240
18,92,0.4480
18,93,0.4720
18,94,0.4960
18,95,0.5200
18,96,0.5510
18,97,0.5820
18,98,0.6130
18,99,0.6440
18,100,0.8000
19,1,0.0408
19,2,0.0422
19,3,0.0436
19,4,0.0450
19,5,0.0464
19,6,0.0477
19,7,0.0491
19,8,0.0505
19,9,0.0519
19,10,0.0532
19,11,0.0546
19,12,0.0560
19,13,0.0574
19,14,0.0588
19,15,0.0601
19,16,0.0615
19,17,0.0629
19,18,0.0643
19,19,0.0657
19,20,0.0670
19,21,0.0684
19,22,0.0698
19,23,0.0712
19,24,0.0726
19,25,0.0739
19,26,0.0753
19,27,0.0767
19,28,0.0781
19,29,0.0795
19,30,0.0808
19,31,0.0838
19,32,0.0868
19,33,0.0898
19,34,0.0928
19,35,0.0958
19,36,0.0988
19,37,0.1018
19,38,0.1048
19,39,0.1078
19,40,0.1108
19,41,0.1138
19,42,0.1168
19,43,0.1198
19,44,0.1228
19,45,0.1258
19,46,0.1288
19,47,0.1318
19,48,0.1348
19,49,0.1378
19,50,0.1408
19,51,0.1448
19,52,0.1488
19,53,0.1528
19,54,0.1568
19,55,0.1608
19,56,0.1648
19,57,0.1688
19,58,0.1728
19,59,0.1768
19,60,0.1808
19,61,0.1848
19,62,0.1888
19,63,0.1928
19,64,0.1968
19,65,0.2008
19,66,0.2048
19,67,0.2088
19,68,0.2128
19,69,0.2168
19,70,0.2208
19,71,0.2288
19,72,0.2368
19,73,0.2448
19,74,0.2528
19,75,0.2608
19,76,0.2688
19,77,0.2768
19,78,0.2848
19,79,0.2928
19,80,0.3008
19,81,0.3088
19,82,0.3168
19,83,0.3248
19,84,0.3328
19,85,0.3408
19,86,0.3528
19,87,0.3648
19,88,0.3768
19,89,0.3888
19,90,0.4008
19,91,0.4248
19,92,0.4487
19,93,0.4726
19,94,0.4965
19,95,0.5204
19,96,0.5513
19,97,0.5823
19,98,0.6132
19,99,0.6441
19,100,0.8000
20,1,0.0417
20,2,0.0430
20,3,0.0444
20,4,0.0458
20,5,0.0472
20,6,0.0486
20,7,0.0499
20,8,0.0513
20,9,0.0527
20,10,0.0541
20,11,0.0555
20,12,0.0568
20,13,0.0582
20,14,0.0596
20,15,0.0610
20,16,0.0624
20,17,0.0637
20,18,0.0651
20,19,0.0665
20,20,0.0679
20,21,0.0693
20,22,0.0706
20,23,0.0720
20,24,0.0734
20,25,0.0748
20,26,0.0761
20,27,0.0775
20,28,0.0789
20,29,0.0803
20,30,0.0817
20,31,0.0847
20,32,0.0877
20,33,0.0907
20,34,0.0937
20,35,0.0967
20,36,0.0997
20,37,0.1027
20,38,0.1057
20,39,0.1087
20,40,0.1117
20,41,0.1147
20,42,0.1177
20,43,0.1207
20,44,0.1237
20,45,0.1267
20,46,0.1297
20,47,0.1327
20,48,0.1357
20,49,0.1387
20,50,0.1417
20,51,0.1457
20,52,0.1497
20,53,0.1537
20,54,0.1577
20,55,0.1617
20,56,0.1657
20,57,0.1697
20,58,0.1737
20,59,0.1777
20,60,0.1817
20,61,0.1857
20,62,0.1897
20,63,0.1937
20,64,0.1977
20,65,0.2017
20,66,0.2057
20,67,0.2097
20,68,0.2137
20,69,0.2177
20,70,0.2217
20,71,0.2297
20,72,0.2377
20,73,0.2457
20,74,0.2537
20,75,0.2617
20,76,0.2697
20,77,0.2777
20,78,0.2857
20,79,0.2937
20,80,0.3017
20,81,0.3097
20,82,0.3177
20,83,0.3257
20,84,0.3337
20,85,0.3417
20,86,0.3537
20,87,0.3657
20,88,0.3777
20,89,0.3897
20,90,0.4017
20,91,0.4255
20,92,0.4493
20,93,0.4732
20,94,0.4970
20,95,0.5208
20,96,0.5517
20,97,0.5825
20,98,0.6133
20,99,0.6442
20,100,0.8000
21,1,0.0425
21,2,0.0439
21,3,0.0453
21,4,0.0466
21,5,0.0480
21,6,0.0494
21,7,0.0508
21,8,0.0522
21,9,0.0535
21,10,0.0549
21,11,0.0563
21,12,0.0577
21,13,0.0591
21,14,0.0604
21,15,0.0618
21,16,0.0632
21,17,0.0646
21,18,0.0659
21,19,0.0673
21,20,0.0687
21,21,0.0701
21,22,0.0715
21,23,0.0728
21,24,0.0742
21,25,0.0756
21,26,0.0770
21,27,0.0784
21,28,0.0797
21,29,0.0811
21,30,0.0825
21,31,0.0855
21,32,0.0885
21,33,0.0915
21,34,0.0945
21,35,0.0975
21,36,0.1005
21,37,0.1035
21,38,0.1065
21,39,0.1095
21,40,0.1125
21,41,0.1155
21,42,0.1185
21,43,0.1215
21,44,0.1245
21,45,0.1275
21,46,0.1305
21,47,0.1335
21,48,0.1365
21,49,0.1395
21,50,0.1425
21,51,0.1465
21,52,0.1505
21,53,0.1545
21,54,0.1585
21,55,0.1625
21,56,0.1665
21,57,0.1705
21,58,0.1745
21,59,0.1785
21,60,0.1825
21,61,0.1865
21,62,0.1905
21,63,0.1945
21,64,0.1985
21,65,0.2025
21,66,0.2065
21,67,0.2105
21,68,0.2145
21,69,0.2185
21,70,0.2225
21,71,0.2305
21,72,0.2385
21,73,0.2465
21,74,0.2545
21,75,0.2625
21,76,0.2705
21,77,0.2785
21,78,0.2865
21,79,0.2945
21,80,0.3025
21,81,0.3105
21,82,0.3185
21,83,0.3265
21,84,0.3345
21,85,0.3425
21,86,0.3545
21,87,0.3665
21,88,0.3785
21,89,0.3905
21,90,0.4025
21,91,0.4263
21,92,0.4500
21,93,0.4738
21,94,0.4975
21,95,0.5212
21,96,0.5520
21,97,0.5828
21,98,0.6135
21,99,0.6442
21,100,0.8000
22,1,0.0433
22,2,0.0447
22,3,0.0461
22,4,0.0475
22,5,0.0489
22,6,0.0502
22,7,0.0516
22,8,0.0530
22,9,0.0544
22,10,0.0557
22,11,0.0571
22,12,0.0585
22,13,0.0599
22,14,0.0613
22,15,0.0626
22,16,0.0640
22,17,0.0654
22,18,0.0668
22,19,0.0682
22,20,0.0695
22,21,0.0709
22,22,0.0723
22,23,0.0737
22,24,0.0751
22,25,0.0764
22,26,0.0778
22,27,0.0792
22,28,0.0806
22,29,0.0820
22,30,0.0833
22,31,0.0863
22,32,0.0893
22,33,0.0923
22,34,0.0953
22,35,0.0983
22,36,0.1013
22,37,0.1043
22,38,0.1073
22,39,0.1103
22,40,0.1133
22,41,0.1163
22,42,0.1193
22,43,0.1223
22,44,0.1253
22,45,0.1283
22,46,0.1313
22,47,0.1343
22,48,0.1373
22,49,0.1403
22,50,0.1433
22,51,0.1473
22,52,0.1513
22,53,0.1553
22,54,0.1593
22,55,0.1633
22,56,0.1673
22,57,0.1713
22,58,0.1753
22,59,0.1793
22,60,0.1833
22,61,0.1873
22,62,0.1913
22,63,0.1953
22,64,0.1993
22,65,0.2033
22,66,0.2073
22,67,0.2113
22,68,0.2153
22,69,0.2193
22,70,0.2233
22,71,0.2313
22,72,0.2393
22,73,0.2473
22,74,0.2553
22,75,0.2633
22,76,0.2713
22,77,0.2793
22,78,0.2873
22,79,0.2953
22,80,0.3033
22,81,0.3113
22,82,0.3193
22,83,0.3273
22,84,0.3353
22,85,0.3433
22,86,0.3553
22,87,0.3673
22,88,0.3793
22,89,0.3913
22,90,0.4033
22,91,0.4270
22,92,0.4507
22,93,0.4743
22,94,0.4980
22,95,0.5217
22,96,0.5523
22,97,0.5830
22,98,0.6137
22,99,0.6443
22,100,0.8000
23,1,0.0442
23,2,0.0455
23,3,0.0469
23,4,0.0483
23,5,0.0497
23,6,0.0511
23,7,0.0524
23,8,0.0538
23,9,0.0552
23,10,0.0566
23,11,0.0580
23,12,0.0593
23,13,0.0607
23,14,0.0621
23,15,0.0635
23,16,0.0649
23,17,0.0662
23,18,0.0676
23,19,0.0690
23,20,0.0704
23,21,0.0718
23,22,0.0731
23,23,0.0745
23,24,0.0759
23,25,0.0773
23,26,0.0786
23,27,0.0800
23,28,0.0814
23,29,0.0828
23,30,0.0842
23,31,0.0872
23,32,0.0902
23,33,0.0932
23,34,0.0962
23,35,0.0992
23,36,0.1022
23,37,0.1052
23,38,0.1082
23,39,0.1112
23,40,0.1142
23,41,0.1172
23,42,0.1202
23,43,0.1232
23,44,0.1262
23,45,0.1292
23,46,0.1322
23,47,0.1352
23,48,0.1382
23,49,0.1412
23,50,0.1442
23,51,0.1482
23,52,0.1522
23,53,0.1562
23,54,0.1602
23,55,0.1642
23,56,0.1682
23,57,0.1722
23,58,0.1762
23,59,0.1802
23,60,0.1842
23,61,0.1882
23,62,0.1922
23,63,0.1962
23,64,0.2002
23,65,0.2042
23,66,0.2082
23,67,0.2122
23,68,0.2162
23,69,0.2202
23,70,0.2242
23,71,0.2322
23,72,0.2402
23,73,0.2482
23,74,0.2562
23,75,0.2642
23,76,0.2722
23,77,0.2802
23,78,0.2882
23,79,0.2962
23,80,0.3042
23,81,0.3122
23,82,0.3202
23,83,0.3282
23,84,0.3362
23,85,0.3442
23,86,0.3562
23,87,0.3682
23,88,0.3802
23,89,0.3922
23,90,0.4042
23,91,0.4278
23,92,0.4513
23,93,0.4749
23,94,0.4985
23,95,0.5221
23,96,0.5527
23,97,0.5833
23,98,0.6138
23,99,0.6444
23,100,0.8000
24,1,0.0450
24,2,0.0464
24,3,0.0478
24,4,0.0491
24,5,0.0505
24,6,0.0519
24,7,0.0533
24,8,0.0547
24,9,0.0560
24,10,0.0574
24,11,0.0588
24,12,0.0602
24,13,0.0616
24,14,0.0629
24,15,0.0643
24,16,0.0657
24,17,0.0671
24,18,0.0684
24,19,0.0698
24,20,0.0712
24,21,0.0726
24,22,0.0740
24,23,0.0753
24,24,0.0767
24,25,0.0781
24,26,0.0795
24,27,0.0809
24,28,0.0822
24,29,0.0836
24,30,0.0850
24,31,0.0880
24,32,0.0910
24,33,0.0940
24,34,0.0970
24,35,0.1000
24,36,0.1030
24,37,0.1060
24,38,0.1090
24,39,0.1120
24,40,0.1150
24,41,0.1180
24,42,0.1210
24,43,0.1240
24,44,0.1270
24,45,0.1300
24,46,0.1330
24,47,0.1360
24,48,0.1390
24,49,0.1420
24,50,0.1450
24,51,0.1490
24,52,0.1530
24,53,0.1570
24,54,0.1610
24,55,0.1650
24,56,0.1690
24,57,0.1730
24,58,0.1770
24,59,0.1810
24,60,0.1850
24,61,0.1890
24,62,0.1930
24,63,0.1970
24,64,0.2010
24,65,0.2050
24,66,0.2090
24,67,0.2130
24,68,0.2170
24,69,0.2210
24,70,0.2250
24,71,0.2330
24,72,0.2410
24,73,0.2490
24,74,0.2570
24,75,0.2650
24,76,0.2730
24,77,0.2810
24,78,0.2890
24,79,0.2970
24,80,0.3050
24,81,0.3130
24,82,0.3210
24,83,0.3290
24,84,0.3370
24,85,0.3450
24,86,0.3570
24,87,0.3690
24,88,0.3810
24,89,0.3930
24,90,0.4050
24,91,0.4285
24,92,0.4520
24,93,0.4755
24,94,0.4990
24,95,0.5225
24,96,0.5530
24,97,0.5835
24,98,0.6140
24,99,0.6445
24,100,0.8000
25,1,0.0458
25,2,0.0472
25,3,0.0486
25,4,0.0500
25,5,0.0514
25,6,0.0527
25,7,0.0541
25,8,0.0555
25,9,0.0569
25,10,0.0582
25,11,0.0596
25,12,0.0610
25,13,0.0624
25,14,0.0638
25,15,0.0651
25,16,0.0665
25,17,0.0679
25,18,0.0693
25,19,0.0707
25,20,0.0720
25,21,0.0734
25,22,0.0748
25,23,0.0762
25,24,0.0776
25,25,0.0789
25,26,0.0803
25,27,0.0817
25,28,0.0831
25,29,0.0845
25,30,0.0858
25,31,0.0888
25,32,0.0918
25,33,0.0948
25,34,0.0978
25,35,0.1008
25,36,0.1038
25,37,0.1068
25,38,0.1098
25,39,0.1128
25,40,0.1158
25,41,0.1188
25,42,0.1218
25,43,0.1248
25,44,0.1278
25,45,0.1308
25,46,0.1338
25,47,0.1368
25,48,0.1398
25,49,0.1428
25,50,0.1458
25,51,0.1498
25,52,0.1538
25,53,0.1578
25,54,0.1618
25,55,0.1658
25,56,0.1698
25,57,0.1738
25,58,0.1778
25,59,0.1818
25,60,0.1858
25,61,0.1898
25,62,0.1938
25,63,0.1978
25,64,0.2018
25,65,0.2058
25,66,0.2098
25,67,0.2138
25,68,0.2178
25,69,0.2218
25,70,0.2258
25,71,0.2338
25,72,0.2418
25,73,0.2498
25,74,0.2578
25,75,0.2658
25,76,0.2738
25,77,0.2818
25,78,0.2898
25,79,0.2978
25,80,0.3058
25,81,0.3138
25,82,0.3218
25,83,0.3298
25,84,0.3378
25,85,0.3458
25,86,0.3578
25,87,0.3698
25,88,0.3818
25,89,0.3938
25,90,0.4058
25,91,0.4293
25,92,0.4527
25,93,0.4761
25,94,0.4995
25,95,0.5229
25,96,0.5533
25,97,0.5838
25,98,0.6142
25,99,0.6446
25,100,0.8000
26,1,0.0467
26,2,0.0480
26,3,0.0494
26,4,0.0508
26,5,0.0522
26,6,0.0536
26,7,0.0549
26,8,0.0563
26,9,0.0577
26,10,0.0591
26,11,0.0605
26,12,0.0618
26,13,0.0632
26,14,0.0646
26,15,0.0660
26,16,0.0674
26,17,0.0687
26,18,0.0701
26,19,0.0715
26,20,0.0729
26,21,0.0743
26,22,0.0756
26,23,0.0770
26,24,0.0784
26,25,0.0798
26,26,0.0811
26,27,0.0825
26,28,0.0839
26,29,0.0853
26,30,0.0867
26,31,0.0897
26,32,0.0927
26,33,0.0957
26,34,0.0987
26,35,0.1017
26,36,0.1047
26,37,0.1077
26,38,0.1107
26,39,0.1137
26,40,0.1167
26,41,0.1197
26,42,0.1227
26,43,0.1257
26,44,0.1287
26,45,0.1317
26,46,0.1347
26,47,0.1377
26,48,0.1407
26,49,0.1437
26,50,0.1467
26,51,0.1507
26,52,0.1547
26,53,0.1587
26,54,0.1627
26,55,0.1667
26,56,0.1707
26,57,0.1747
26,58,0.1787
26,59,0.1827
26,60,0.1867
26,61,0.1907
26,62,0.1947
26,63,0.1987
26,64,0.2027
26,65,0.2067
26,66,0.2107
26,67,0.2147
26,68,0.2187
26,69,0.2227
26,70,0.2267
26,71,0.2347
26,72,0.2427
26,73,0.2507
26,74,0.2587
26,75,0.2667
26,76,0.2747
26,77,0.2827
26,78,0.2907
26,79,0.2987
26,80,0.3067
26,81,0.3147
26,82,0.3227
26,83,0.3307
26,84,0.3387
26,85,0.3467
26,86,0.3587
26,87,0.3707
26,88,0.3827
26,89,0.3947
26,90,0.4067
26,91,0.4300
26,92,0.4533
26,93,0.4767
26,94,0.5000
26,95,0.5233
26,96,0.5537
26,97,0.5840
26,98,0.6143
26,99,0.6447
26,100,0.8000
27,1,0.0475
27,2,0.0489
27,3,0.0503
27,4,0.0516
27,5,0.0530
27,6,0.0544
27,7,0.0558
27,8,0.0572
27,9,0.0585
27,10,0.0599
27,11,0.0613
27,12,0.0627
27,13,0.0641
27,14,0.0654
27,15,0.0668
27,16,0.0682
27,17,0.0696
27,18,0.0709
27,19,0.0723
27,20,0.0737
27,21,0.0751
27,22,0.0765
27,23,0.0778
27,24,0.0792
27,25,0.0806
27,26,0.0820
27,27,0.0834
27,28,0.0847
27,29,0.0861
27,30,0.0875
27,31,0.0905
27,32,0.0935
27,33,0.0965
27,34,0.0995
27,35,0.1025
27,36,0.1055
27,37,0.1085
27,38,0.1115
27,39,0.1145
27,40,0.1175
27,41,0.1205
27,42,0.1235
27,43,0.1265
27,44,0.1295
27,45,0.1325
27,46,0.1355
27,47,0.1385
27,48,0.1415
27,49,0.1445
27,50,0.1475
27,51,0.1515
27,52,0.1555
27,53,0.1595
27,54,0.1635
27,55,0.1675
27,56,0.1715
27,57,0.1755
27,58,0.1795
27,59,0.1835
27,60,0.1875
27,61,0.1915
27,62,0.1955
27,63,0.1995
27,64,0.2035
27,65,0.2075
27,66,0.2115
27,67,0.2155
27,68,0.2195
27,69,0.2235
27,70,0.2275
27,71,0.2355
27,72,0.2435
27,73,0.2515
27,74,0.2595
27,75,0.2675
27,76,0.2755
27,77,0.2835
27,78,0.2915
27,79,0.2995
27,80,0.3075
27,81,0.3155
27,82,0.3235
27,83,0.3315
27,84,0.3395
27,85,0.3475
27,86,0.3595
27,87,0.3715
27,88,0.3835
27,89,0.3955
27,90,0.4075
27,91,0.4308
27,92,0.4540
27,93,0.4773
27,94,0.5005
27,95,0.5238
27,96,0.5540
27,97,0.5843
27,98,0.6145
27,99,0.6448
27,100,0.8000
28,1,0.0483
28,2,0.0497
28,3,0.0511
28,4,0.0525
28,5,0.0539
28,6,0.0552
28,7,0.0566
28,8,0.0580
28,9,0.0594
28,10,0.0607
28,11,0.0621
28,12,0.0635
28,13,0.0649
28,14,0.0663
28,15,0.0676
28,16,0.0690
28,17,0.0704
28,18,0.0718
28,19,0.0732
28,20,0.0745
28,21,0.0759
28,22,0.0773
28,23,0.0787
28,24,0.0801
28,25,0.0814
28,26,0.0828
28,27,0.0842
28,28,0.0856
28,29,0.0870
28,30,0.0883
28,31,0.0913
28,32,0.0943
28,33,0.0973
28,34,0.1003
28,35,0.1033
28,36,0.1063
28,37,0.1093
28,38,0.1123
28,39,0.1153
28,40,0.1183
